Country,B-G Namespace,Year,Air Quality Network,Air Quality Network Name,Timezone,Air Quality Station EoI Code,Air Quality Station Nat Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Longitude,Latitude,Altitude,Altitude Unit,Air Quality Station Area,Air Quality Station Type,Operational Activity Begin,Operational Activity End,Sample Id,Inlet Height,Inlet Height Unit,Building Distance,Building Distance Unit,Kerb Distance,Kerb Distance Unit,Distance Source,Distance Source Unit,Main Emission Sources,Heating Emissions,Heating Emissions Unit,Mobile,Traffic Emissions,Traffic Emissions Unit,Industrial Emissions,Industrial Emissions Unit,Municipality,Dispersion Local,Dispersion Regional,Distance Junction,Distance Junction Unit,Heavy Duty Fraction,Height Facades,Street Width,Traffic Speed,Traffic Volume,Process Id,Process Activity Begin,Process Activity End,Measurement Type,Measurement Method,Other Measurement Method,Measurement Equipment,Other Measurement Equipment,Sampling Method,Other Sampling Method,Analytical Technique,Other Analytical Technique,Equivalence Demonstrated,Demonstration Report,Detection Limit,Detection Limit Unit,Documentation,QA Report,Duration,Duration Unit,Cadence,Cadence Unit,Source Data URL,Imported
"Austria","AT.0008.20.AQ","2024","NET.09","Gemeinde Wien - MA22 Umweltschutz","UTC+01","AT90LOB","09LOB","Lobau","SPO.09.LOB.64566.6001.1","PM2.5","16.52561","48.16207","155.0","m","suburban","background","28/03/2012 00:00:00","","SAM.09.LOB.64566.6001.1","4.0","m","3.0","m","","","","m","Long-range transboundary transport","","","0","","","","t.year-1","1220 Wien","open","plane","","","","","","","","SPP.09.LOB.64566.6001.1.6348","01/01/2013 00:00:00","01/01/2014 00:00:00","automatic","OPC-CMC","","GRIMM-EDM180","","","","","","yes","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","1.0","ug.m-3","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.09","Gemeinde Wien - MA22 Umweltschutz","UTC+01","AT90LOB","09LOB","Lobau","SPO.09.LOB.64566.6001.1","PM2.5","16.52561","48.16207","155.0","m","suburban","background","28/03/2012 00:00:00","","SAM.09.LOB.64566.6001.1","4.0","m","3.0","m","","","","m","Long-range transboundary transport","","","0","","","","t.year-1","1220 Wien","open","plane","","","","","","","","SPP.09.LOB.64566.6001.1.6349","01/01/2014 00:00:00","01/01/2015 00:00:00","automatic","OPC-CMC","","GRIMM-EDM180","","","","","","yes","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","1.0","ug.m-3","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.09","Gemeinde Wien - MA22 Umweltschutz","UTC+01","AT90LOB","09LOB","Lobau","SPO.09.LOB.64566.6001.1","PM2.5","16.52561","48.16207","155.0","m","suburban","background","28/03/2012 00:00:00","","SAM.09.LOB.64566.6001.1","4.0","m","3.0","m","","","","m","Long-range transboundary transport","","","0","","","","t.year-1","1220 Wien","open","plane","","","","","","","","SPP.09.LOB.64566.6001.1.6350","01/01/2015 00:00:00","01/01/2016 00:00:00","automatic","OPC-CMC","","GRIMM-EDM180","","","","","","yes","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","1.0","ug.m-3","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.09","Gemeinde Wien - MA22 Umweltschutz","UTC+01","AT90LOB","09LOB","Lobau","SPO.09.LOB.823.7.1","O3","16.52561","48.16207","155.0","m","suburban","background","28/03/1991 00:00:00","","SAM.09.LOB.823.7.1","4.0","m","3.0","m","","","","m","Other","","","0","","","","t.year-1","1220 Wien","open","plane","","","","","","","","SPP.09.LOB.823.7.1.2682","24/02/2011 00:00:00","","automatic","UV-P","","APIT400","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.1","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.09","Gemeinde Wien - MA22 Umweltschutz","UTC+01","AT90LOB","09LOB","Lobau","SPO.09.LOB.823.7.1","O3","16.52561","48.16207","155.0","m","suburban","background","28/03/1991 00:00:00","","SAM.09.LOB.823.7.1","4.0","m","3.0","m","","","","m","Other","","","0","","","","t.year-1","1220 Wien","open","plane","","","","","","","","SPP.09.LOB.823.7.1.6772","28/03/1991 00:00:00","01/01/2003 00:00:00","automatic","UV-P","","horibaAPOA350E","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.8","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.09","Gemeinde Wien - MA22 Umweltschutz","UTC+01","AT90LOB","09LOB","Lobau","SPO.09.LOB.823.7.1","O3","16.52561","48.16207","155.0","m","suburban","background","28/03/1991 00:00:00","","SAM.09.LOB.823.7.1","4.0","m","3.0","m","","","","m","Other","","","0","","","","t.year-1","1220 Wien","open","plane","","","","","","","","SPP.09.LOB.823.7.1.6773","01/01/2003 00:00:00","24/02/2011 00:00:00","automatic","UV-P","","horibaAPOA360","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.4","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.09","Gemeinde Wien - MA22 Umweltschutz","UTC+01","AT90LOB","09LOB","Lobau","SPO.09.LOB.824.1.1","SO2","16.52561","48.16207","155.0","m","suburban","background","01/08/1976 00:00:00","31/12/2009 00:00:00","SAM.09.LOB.824.1.1","4.0","m","","","","","","m","Long-range transboundary transport","","","0","","","","t.year-1","1220 Wien","open","plane","","","","","","","","SPP.09.LOB.824.1.1.14746","01/08/1976 00:00:00","31/03/1977 00:00:00","automatic","UV-FL","","philipsPW9700","","","","","","noRef","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","5.0","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.09","Gemeinde Wien - MA22 Umweltschutz","UTC+01","AT90LOB","09LOB","Lobau","SPO.09.LOB.824.1.1","SO2","16.52561","48.16207","155.0","m","suburban","background","01/08/1976 00:00:00","31/12/2009 00:00:00","SAM.09.LOB.824.1.1","4.0","m","","","","","","m","Long-range transboundary transport","","","0","","","","t.year-1","1220 Wien","open","plane","","","","","","","","SPP.09.LOB.824.1.1.14747","01/03/1987 00:00:00","31/03/1987 00:00:00","automatic","UV-FL","","horibaAPSA350","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","3.0","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.09","Gemeinde Wien - MA22 Umweltschutz","UTC+01","AT90LOB","09LOB","Lobau","SPO.09.LOB.824.1.1","SO2","16.52561","48.16207","155.0","m","suburban","background","01/08/1976 00:00:00","31/12/2009 00:00:00","SAM.09.LOB.824.1.1","4.0","m","","","","","","m","Long-range transboundary transport","","","0","","","","t.year-1","1220 Wien","open","plane","","","","","","","","SPP.09.LOB.824.1.1.6917","01/01/1986 00:00:00","01/01/2006 00:00:00","automatic","UV-FL","","horibaAPSA350","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","3.0","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.09","Gemeinde Wien - MA22 Umweltschutz","UTC+01","AT90LOB","09LOB","Lobau","SPO.09.LOB.824.1.1","SO2","16.52561","48.16207","155.0","m","suburban","background","01/08/1976 00:00:00","31/12/2009 00:00:00","SAM.09.LOB.824.1.1","4.0","m","","","","","","m","Long-range transboundary transport","","","0","","","","t.year-1","1220 Wien","open","plane","","","","","","","","SPP.09.LOB.824.1.1.6918","01/01/2006 00:00:00","31/12/2009 00:00:00","automatic","UV-FL","","horibaAPSA360","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.1","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.09","Gemeinde Wien - MA22 Umweltschutz","UTC+01","AT90LOB","09LOB","Lobau","SPO.09.LOB.825.38.1","NO","16.52561","48.16207","155.0","m","suburban","background","06/02/1995 00:00:00","","SAM.09.LOB.825.38.1","4.0","m","3.0","m","2180.0","m","2800.0","m","Energy Industries","0.0","t.km-2.year-1","0","2.8","t.km-1.year-1","935.0","t.year-1","1220 Wien","open","plane","","","","","","","","SPP.09.LOB.825.38.1.14325","19/03/2010 00:00:00","","automatic","chemi","","horibaAPNA370","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.1","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.09","Gemeinde Wien - MA22 Umweltschutz","UTC+01","AT90LOB","09LOB","Lobau","SPO.09.LOB.825.38.1","NO","16.52561","48.16207","155.0","m","suburban","background","06/02/1995 00:00:00","","SAM.09.LOB.825.38.1","4.0","m","3.0","m","2180.0","m","2800.0","m","Energy Industries","0.0","t.km-2.year-1","0","2.8","t.km-1.year-1","935.0","t.year-1","1220 Wien","open","plane","","","","","","","","SPP.09.LOB.825.38.1.14326","01/03/1999 00:00:00","19/03/2010 00:00:00","automatic","chemi","","horibaAPNA360E","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.9","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.09","Gemeinde Wien - MA22 Umweltschutz","UTC+01","AT90LOB","09LOB","Lobau","SPO.09.LOB.825.38.1","NO","16.52561","48.16207","155.0","m","suburban","background","06/02/1995 00:00:00","","SAM.09.LOB.825.38.1","4.0","m","3.0","m","2180.0","m","2800.0","m","Energy Industries","0.0","t.km-2.year-1","0","2.8","t.km-1.year-1","935.0","t.year-1","1220 Wien","open","plane","","","","","","","","SPP.09.LOB.825.38.1.14327","06/02/1995 00:00:00","01/03/1999 00:00:00","automatic","chemi","","tecanCLD502","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","1.5","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.09","Gemeinde Wien - MA22 Umweltschutz","UTC+01","AT90LOB","09LOB","Lobau","SPO.09.LOB.826.8.1","NO2","16.52561","48.16207","155.0","m","suburban","background","06/02/1995 00:00:00","","SAM.09.LOB.826.8.1","4.0","m","3.0","m","2180.0","m","2800.0","m","Energy Industries","0.0","t.km-2.year-1","0","2.8","t.km-1.year-1","935.0","t.year-1","1220 Wien","open","plane","","","","","","","","SPP.09.LOB.826.8.1.2642","19/03/2010 00:00:00","","automatic","chemi","","horibaAPNA370","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.1","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.09","Gemeinde Wien - MA22 Umweltschutz","UTC+01","AT90LOB","09LOB","Lobau","SPO.09.LOB.826.8.1","NO2","16.52561","48.16207","155.0","m","suburban","background","06/02/1995 00:00:00","","SAM.09.LOB.826.8.1","4.0","m","3.0","m","2180.0","m","2800.0","m","Energy Industries","0.0","t.km-2.year-1","0","2.8","t.km-1.year-1","935.0","t.year-1","1220 Wien","open","plane","","","","","","","","SPP.09.LOB.826.8.1.6226","01/03/1999 00:00:00","19/03/2010 00:00:00","automatic","chemi","","horibaAPNA360E","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.9","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.09","Gemeinde Wien - MA22 Umweltschutz","UTC+01","AT90LOB","09LOB","Lobau","SPO.09.LOB.826.8.1","NO2","16.52561","48.16207","155.0","m","suburban","background","06/02/1995 00:00:00","","SAM.09.LOB.826.8.1","4.0","m","3.0","m","2180.0","m","2800.0","m","Energy Industries","0.0","t.km-2.year-1","0","2.8","t.km-1.year-1","935.0","t.year-1","1220 Wien","open","plane","","","","","","","","SPP.09.LOB.826.8.1.6919","06/02/1995 00:00:00","01/01/2003 00:00:00","automatic","chemi","","tecanCLD502","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","1.5","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.09","Gemeinde Wien - MA22 Umweltschutz","UTC+01","AT90MBA","09MBA","Hietzinger Kai","SPO.09.MBA.1512.1.1","SO2","16.30002","48.18837","194.0","m","urban","background","01/06/1987 00:00:00","31/12/2004 00:00:00","SAM.09.MBA.1512.1.1","3.0","m","","","","","","m","Long-range transboundary transport","","","0","","","","t.year-1","1130 Wien","detached","plane","400.0","","0.03","16.0","8.0","50","19100","SPP.09.MBA.1512.1.1.6920","01/01/1987 00:00:00","31/12/2004 00:00:00","automatic","UV-FL","","horibaAPSA350","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","3.0","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.09","Gemeinde Wien - MA22 Umweltschutz","UTC+01","AT90MBA","09MBA","Hietzinger Kai","SPO.09.MBA.1515.8.1","NO2","16.30002","48.18837","194.0","m","urban","traffic","01/01/2009 00:00:00","","SAM.09.MBA.1515.8.1","3.0","m","0.8","m","3.2","m","","m","Transport","11.6","t.km-2.year-1","0","16.4","t.km-1.year-1","","t.year-1","1130 Wien","detached","plane","400.0","","0.03","16.0","8.0","50","19100","SPP.09.MBA.1515.8.1.16009","01/01/2009 00:00:00","31/12/2022 00:00:00","automatic","chemi","","API200E","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.1","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.09","Gemeinde Wien - MA22 Umweltschutz","UTC+01","AT90MBA","09MBA","Hietzinger Kai","SPO.09.MBA.1515.8.1","NO2","16.30002","48.18837","194.0","m","urban","traffic","01/01/2009 00:00:00","","SAM.09.MBA.1515.8.1","3.0","m","0.8","m","3.2","m","","m","Transport","11.6","t.km-2.year-1","0","16.4","t.km-1.year-1","","t.year-1","1130 Wien","detached","plane","400.0","","0.03","16.0","8.0","50","19100","SPP.09.MBA.1515.8.1.16668","01/06/2023 00:00:00","","automatic","chemi","","API200E","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.1","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.09","Gemeinde Wien - MA22 Umweltschutz","UTC+01","AT90MBA","09MBA","Hietzinger Kai","SPO.09.MBA.2250.10.1","CO","16.30002","48.18837","194.0","m","urban","traffic","10/12/1987 00:00:00","","SAM.09.MBA.2250.10.1","3.0","m","0.8","m","3.2","m","","m","Transport","29.4","t.km-2.year-1","0","","","","t.year-1","1130 Wien","detached","plane","400.0","","0.03","16.0","8.0","50","19100","SPP.09.MBA.2250.10.1.2676","12/04/2011 00:00:00","","automatic","NDIR","","horibaAPMA370","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.05","ppmv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.09","Gemeinde Wien - MA22 Umweltschutz","UTC+01","AT90MBA","09MBA","Hietzinger Kai","SPO.09.MBA.2250.10.1","CO","16.30002","48.18837","194.0","m","urban","traffic","10/12/1987 00:00:00","","SAM.09.MBA.2250.10.1","3.0","m","0.8","m","3.2","m","","m","Transport","29.4","t.km-2.year-1","0","","","","t.year-1","1130 Wien","detached","plane","400.0","","0.03","16.0","8.0","50","19100","SPP.09.MBA.2250.10.1.6761","10/12/1987 00:00:00","01/01/2003 00:00:00","automatic","NDIR","","horibaAPMA350","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.1","ppmv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.09","Gemeinde Wien - MA22 Umweltschutz","UTC+01","AT90MBA","09MBA","Hietzinger Kai","SPO.09.MBA.2250.10.1","CO","16.30002","48.18837","194.0","m","urban","traffic","10/12/1987 00:00:00","","SAM.09.MBA.2250.10.1","3.0","m","0.8","m","3.2","m","","m","Transport","29.4","t.km-2.year-1","0","","","","t.year-1","1130 Wien","detached","plane","400.0","","0.03","16.0","8.0","50","19100","SPP.09.MBA.2250.10.1.6762","01/01/2003 00:00:00","12/04/2011 00:00:00","automatic","NDIR","","horibaAPMA360","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.05","ppmv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.09","Gemeinde Wien - MA22 Umweltschutz","UTC+01","AT90MBA","09MBA","Hietzinger Kai","SPO.09.MBA.4641.20.1","C6H6","16.30002","48.18837","194.0","m","urban","traffic","03/01/2000 00:00:00","31/12/2019 00:00:00","SAM.09.MBA.4641.20.1","3.0","m","0.8","m","4.0","m","","m","Transport","","","0","","","","t.year-1","1130 Wien","detached","plane","400.0","","0.03","16.0","8.0","50","19100","SPP.09.MBA.4641.20.1.12215","03/08/2003 00:00:00","22/09/2004 00:00:00","active","","","","","","","GC-MS","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.16","ug.m-3","Documentation SPP","http://www.umweltbundesamt.at","1","day","1","day","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.09","Gemeinde Wien - MA22 Umweltschutz","UTC+01","AT90MBA","09MBA","Hietzinger Kai","SPO.09.MBA.4641.20.1","C6H6","16.30002","48.18837","194.0","m","urban","traffic","03/01/2000 00:00:00","31/12/2019 00:00:00","SAM.09.MBA.4641.20.1","3.0","m","0.8","m","4.0","m","","m","Transport","","","0","","","","t.year-1","1130 Wien","detached","plane","400.0","","0.03","16.0","8.0","50","19100","SPP.09.MBA.4641.20.1.12216","22/09/2004 00:00:00","31/12/2019 00:00:00","active","","","","","activeabsorbent","","GC-MS","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.16","ug.m-3","Documentation SPP","http://www.umweltbundesamt.at","1","day","1","day","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.09","Gemeinde Wien - MA22 Umweltschutz","UTC+01","AT90MBA","09MBA","Hietzinger Kai","SPO.09.MBA.4641.20.1","C6H6","16.30002","48.18837","194.0","m","urban","traffic","03/01/2000 00:00:00","31/12/2019 00:00:00","SAM.09.MBA.4641.20.1","3.0","m","0.8","m","4.0","m","","m","Transport","","","0","","","","t.year-1","1130 Wien","detached","plane","400.0","","0.03","16.0","8.0","50","19100","SPP.09.MBA.4641.20.1.2619","03/01/2000 00:00:00","03/08/2003 00:00:00","active","","","","","activeabsorbent","","GC-MS","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.16","ug.m-3","Documentation SPP","http://www.umweltbundesamt.at","1","day","1","day","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.09","Gemeinde Wien - MA22 Umweltschutz","UTC+01","AT90MBA","09MBA","Hietzinger Kai","SPO.09.MBA.68254.20.1","C6H6","16.30002","48.18837","194.0","m","urban","traffic","01/01/2020 00:00:00","","SAM.09.MBA.68254.20.1","2.0","m","0.8","m","4.0","m","","m","Transport","","","0","","","","t.year-1","1130 Wien","detached","plane","400.0","","0.03","16.0","8.0","50","19100","SPP.09.MBA.68254.20.1.15338","01/01/2020 00:00:00","","passive","","","","","","","GC-MS","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.05","ng.m-3","Documentation SPP","http://www.umweltbundesamt.at","28","day","28","day","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.09","Gemeinde Wien - MA22 Umweltschutz","UTC+01","AT90TAB","09TAB","Taborstraße","SPO.09.TAB.2253.10.1","CO","16.38092","48.21674","162.0","m","urban","traffic","27/09/1987 00:00:00","","SAM.09.TAB.2253.10.1","4.0","m","11.0","m","6.0","m","","m","Transport","64.7","t.km-2.year-1","0","","","","t.year-1","1020 Wien","canyon","plane","50.0","","0.07","25.0","8.0","40","14700","SPP.09.TAB.2253.10.1.2674","12/04/2011 00:00:00","","automatic","NDIR","","horibaAPMA370","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.05","ppmv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.09","Gemeinde Wien - MA22 Umweltschutz","UTC+01","AT90TAB","09TAB","Taborstraße","SPO.09.TAB.2253.10.1","CO","16.38092","48.21674","162.0","m","urban","traffic","27/09/1987 00:00:00","","SAM.09.TAB.2253.10.1","4.0","m","11.0","m","6.0","m","","m","Transport","64.7","t.km-2.year-1","0","","","","t.year-1","1020 Wien","canyon","plane","50.0","","0.07","25.0","8.0","40","14700","SPP.09.TAB.2253.10.1.6765","27/09/1987 00:00:00","01/01/2003 00:00:00","automatic","NDIR","","horibaAPMA350","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.1","ppmv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.09","Gemeinde Wien - MA22 Umweltschutz","UTC+01","AT90TAB","09TAB","Taborstraße","SPO.09.TAB.2253.10.1","CO","16.38092","48.21674","162.0","m","urban","traffic","27/09/1987 00:00:00","","SAM.09.TAB.2253.10.1","4.0","m","11.0","m","6.0","m","","m","Transport","64.7","t.km-2.year-1","0","","","","t.year-1","1020 Wien","canyon","plane","50.0","","0.07","25.0","8.0","40","14700","SPP.09.TAB.2253.10.1.6766","01/01/2003 00:00:00","12/04/2011 00:00:00","automatic","NDIR","","horibaAPMA360","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.05","ppmv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
